Sample_ID,Herb_Name,Adulterant_Present,Adulterant_Type,Adulteration_Level,Spectral_Data
11,Ginseng,1,Chicory,38,"0.9433493415675711,1.6098816082396068,1.5231074711014179,0.9786715275999023,1.4857293817775337,0.3469807529326485,1.4350452792556574,1.8792648002843375,0.35391267468171095,1.62922392635903,1.0295935165288954,0.2186640320912676,1.854182903128801,1.7693000588263692,0.5724102056286124,0.12470494374142316,0.12705033845688996,1.3418417930424968,0.3878114479224444,1.593923051560598,0.7908320302754326,0.7582456157333397,0.14565995981083812,1.8764820790168675,0.7470685968094615,1.631687366384937,1.463254032045852,0.1551760142166232,0.013095101700333567,0.5745640810149075,1.1567055672797828,0.22859475215003577,0.230182515268464,1.1569097876630023,0.8030201206759982,1.9167888866861342,1.32108903070116,0.0411064443158502,0.6984040446489908,1.2289503324595517,1.862518356054418,0.6974056422471058,0.9676662199621977,1.2608939326149537,1.0050295034789873,0.29106022582170077,0.48460314229508716,0.2146428386977275,1.3426630786596983,1.0966013889516353,1.6924275796652393,0.040232118457019794,0.9863646804365738,1.0872348237490497,1.833268274481241,1.5573175364210294,0.6055603086798331,1.535267505988651,1.8120184042236347,1.5091377479986368,0.11841010905544436,0.6205098690485835,1.994012804434925,0.8785464282811435,1.5989773280602326,1.1260069139537534,0.668218546016847,1.6802833138720097,0.8347914406167141,0.9604896951622139,0.36469496659972944,1.7765312705079066,0.667176341682546,1.5882322862887197,0.6255356701955794,0.5997322542916084,1.8255004833473794,0.8398544819032616,0.5794281930332732,1.1783467631243436,0.43828398016090886,1.6411255733568784,1.592209976338473,1.7741630340342036,1.917961589492401,0.2456319278840844,0.3298434789292506,1.2265507813943182,0.3656443950389545,0.306608261439411,1.5187414398311772,0.040576835224062524,0.3013106206436187,0.7991394365670093,1.9320192669937815,1.0912105806305423,1.4030874072359676,0.7235663596911306,0.11374640672543568,1.2944604610820842"
12,Ginseng,0,NotPresent,0,"0.19850497612085471,0.06867340829700264,0.4589095165059056,0.28817878198108693,0.3993321908788262,0.7644244162276719,0.30119559681920394,0.08497774941636915,0.6933271058685022,0.8485944417585221,0.0533795981184102,0.0655211657540482,0.28346445002693565,0.9069597645516618,0.600103147835278,0.5657113911744907,0.5224292985866461,0.5476238732931439,0.37768861023730105,0.6050577553300304,0.13657069093879504,0.06774804696360859,0.4466304326146846,0.10690405559741922,0.1591069116117254,0.8857467930281939,0.02686888970800705,0.9206663377251632,0.04059109296844554,0.6082812457144414,0.20825147837526115,0.7800933334586868,0.7769147542851486,0.3767791634581703,0.7346802367804652,0.7821962791998082,0.09839511399792011,0.0797192150981002,0.5857858511409817,0.6686712365412315,0.9013686537482198,0.052150541440777354,0.40483854784812756,0.08186110168163563,0.5964027869423966,0.8296254962806343,0.19484808694537814,0.3090888317978363,0.05243001453606877,0.929585346271188,0.3305158512407844,0.1642401893379819,0.8935946921733865,0.9964215357132712,0.02273153634268521,0.7543273096229095,0.6469414617118266,0.26787898727448567,0.8032485233679958,0.23939284018930818,0.006956636797646243,0.25751516365415494,0.09093643380157168,0.5893976984107314,0.3131307424738994,0.3443362851386922,0.6240756745732995,0.40882502475072147,0.2660325439751078,0.7013542318238914,0.6635534943087285,0.5698827675716349,0.2567101987805789,0.6938415122223807,0.3645100984206867,0.5967992091662745,0.45250399781749984,0.6742636658180133,0.38676707574657676,0.4508711464734796,0.7546816253222075,0.5487488662198348,0.5427409469670951,0.9836530450380778,0.9551521507424247,0.20985858582443606,0.7585676584509399,0.0698164858083371,0.7112498961003866,0.7529940634534208,0.09344942976069759,0.10931081590375202,0.25629365710420715,0.8406680562981801,0.2948923456953141,0.2860569515421725,0.348465812864885,0.7932209131527453,0.5982768849641178,0.44019741093483"
13,Echinacea,0,NotPresent,0,"0.1287351403357636,0.8176002693360948,0.577925345945958,0.08273276521005968,0.5835432748050103,0.26723317428983495,0.27574291272147144,0.4842423035118112,0.34052481304841853,0.6554623703027072,0.518629498112961,0.6130015730930798,0.3259798377820343,0.8437093812710466,0.3264564416969682,0.2984155001130313,0.7676342526009005,0.8475727567973562,0.18550981866050376,0.88113198322263,0.6690987600208314,0.13518648308232417,0.535825371092237,0.7887654626369676,0.7567086196034112,0.33261969732145213,0.4589841443066619,0.7555031783712075,0.22882380579618933,0.23209635298582953,0.6155487836841085,0.7466681979247438,0.1913501949381866,0.2801082880956266,0.16093404241147435,0.7754946362307727,0.2673131629294069,0.5084542612156009,0.5765117231658582,0.3313844385116247,0.9803373939627638,0.1314189764323076,0.8484871544323531,0.06601389250712786,0.7970497355063775,0.5068022591138388,0.5968560249251443,0.017956788208064234,0.8107551042663205,0.5580305683137633,0.5190605836728787,0.31990927884572307,0.35905246490411347,0.2690795080563687,0.5521712369470443,0.49871509295660754,0.5086423112622879,0.540366391847029,0.1890787983104406,0.9222524212668962,0.3516110177325855,0.6608393333813946,0.33278725786723307,0.4344609016309592,0.22087619191267827,0.23291509623625262,0.13539913009197457,0.36116924485323143,0.8160424081584908,0.7865151862800714,0.4441881833017718,0.014273585069522032,0.04515836817575114,0.9719187446649591,0.17218744601803782,0.9722004724318293,0.7333473575724205,0.9949495189220869,0.6088698310428162,0.7211629346137898,0.696282954150554,0.843688651965089,0.5912781103198955,0.6147038255197748,0.9117328575187573,0.880767726396182,0.4368862782620395,0.3688909180068892,0.35203287571357555,0.9257445118486449,0.6704789833655254,0.022049333730251086,0.6751873756084484,0.601276620363012,0.7429920543194503,0.07889402124167222,0.42247020265558566,0.7133573280238334,0.6221955543845024,0.07992686462127763"
14,Ginkgo Biloba,1,Starch,23,"0.024345139319814635,0.8066078196145223,1.1260196783506746,1.2527268215834604,0.5721972877501271,1.7485011412539266,0.3275219399037794,0.13847402266028253,1.8281147050430935,0.31507621065809044,1.2025059433665357,0.30130400742606045,0.0745441182815807,0.28194094372159273,0.8368558277647764,1.286815590924845,0.8238355281980287,0.906621891373683,0.7475062228147862,1.732430018215326,0.42096913424454163,0.053935108155725775,1.9518317737788844,0.718926856360476,1.8599968206030164,0.4278112201498221,0.6415703602399099,1.1429384078638714,1.581934524936214,0.379291352169131,0.30419293307371764,0.30514947558975347,1.429704072988107,1.3454951329675537,0.33625049527424156,0.8010568314532882,1.9107278806474672,1.413468909252386,0.5435649844409474,1.4248481472500867,1.0891264805611554,1.4716778131024633,1.416766251677449,1.3083349571035294,0.17220759812066122,1.4233113016066352,1.0104710041134992,0.47720566538887366,0.07600208173825185,1.493294583437629,0.391647936785257,0.028746455837207696,1.2813978722934234,0.9287330171552042,1.3158993331078292,1.088816804063562,0.12391041417632542,0.9985719766916934,1.0432969972794892,0.008368725865756321,1.2579943613919509,1.8202016020589529,0.8158682007385611,0.9258421922295208,0.6970013431029809,1.92148771019847,0.6719271948172469,1.727282803205801,0.7933574552469358,0.35660856762730053,1.6146976528197792,0.16510538804496644,1.8857218280737922,0.37536473216483146,1.9180143212701533,0.8552009790104684,0.6815980322680122,1.9131873154604968,0.3412112989410596,1.2113324299277044,1.662813126855473,0.07888743655985864,1.5987461046644593,1.3822122890489579,1.6101231549530683,1.7572955240388564,1.3047060935255435,1.3636034428402437,0.5164735388018018,1.9067168985207998,1.7046601551932936,0.4467213954067497,0.21268050804349703,0.11211920193949698,1.9973573251893362,0.6873675291836088,0.8397369000798771,0.47035162458837454,1.771152930061118,1.4258056719882897"
15,Ginseng,0,NotPresent,0,"0.8066832107890006,0.8531826316219389,0.656378234775193,0.4577235769813115,0.951288240281988,0.19727680918191803,0.9461655122235724,0.8517845486439336,0.670627168216583,0.2679193844842218,0.4753361032319655,0.38898538120539616,0.9688061477122868,0.7786323522882812,0.3465073588128704,0.13872532792896497,0.05379736754065456,0.028408665154560198,0.5749027724124556,0.5419308033890268,0.8395455640030678,0.9347973629097084,0.587708413226407,0.7515827231511315,0.7031612407028014,0.93161947412936,0.31723558468988233,0.27482701692862255,0.7337038682053766,0.781666496819063,0.3698554607148755,0.9530210261176304,0.18410539359285638,0.8112956862715045,0.679863042765498,0.3249240985324351,0.18387040949945932,0.6870890964178317,0.8446073254458468,0.15404004912655178,0.006794777524339213,0.7387617265192663,0.12827029896165787,0.44907573352968344,0.7999119597592222,0.7876041914010572,0.16221581940083463,0.9720096585689871,0.4707801207965211,0.23778401086778034,0.13018416957312517,0.43144806514134026,0.5119167574598387,0.4574145720000833,0.9779175800086243,0.4843108808252691,0.8755490861658507,0.8186529567351636,0.5479734225751391,0.22587968827542704,0.4729926498092809,0.12036077335254425,0.9012492981993517,0.6945252075818292,0.8418270870195572,0.5094097363729813,0.63829392131055,0.1456946222284794,0.810648636589422,0.5413287377025908,0.5133088630566979,0.9375975399955451,0.6492865852187739,0.4264358022883725,0.642237764435012,0.32010026584294404,0.38224284164086364,0.2750892349552422,0.9371608354388796,0.011778805679480753,0.297438864773205,0.8270388012980251,0.8833692451434514,0.3352637571300038,0.9905003165815686,0.6088346630851297,0.12904225352456256,0.42219287138263306,0.6458319894408737,0.3476581485507295,0.2578500546839372,0.4601483367115097,0.049508675715491224,0.48255294644599767,0.701372317513006,0.39591522923617417,0.02832017244536844,0.8056649230532349,0.37139020575902226,0.4064161760830227"
16,Ashwagandha,0,NotPresent,0,"0.33491958951023515,0.9148831974403085,0.0640053527650678,0.30020762740258466,0.9258257126710945,0.2238934497320484,0.8987629510602569,0.739861978928942,0.4470732135040193,0.9624940773193137,0.7764864381908472,0.8587743312135836,0.7573742804061133,0.41019658059321673,0.48436592118697774,0.012496090560131012,0.751347533665656,0.2963125662109083,0.6148221221007532,0.9322311719641919,0.42306521021947696,0.14532246880566513,0.7825597097952963,0.06098119909106825,0.16183966722465648,0.8294058255859216,0.012418826256994309,0.14218994917410566,0.2971615154896947,0.025987144456422473,0.4731612312119249,0.24434356175221206,0.37046224312564835,0.8447064925041115,0.9754154083048344,0.7163499052014092,0.6800094232949812,0.20946640199987088,0.18383568207001066,0.04994862063183081,0.08027334851357348,0.5050955176708557,0.876164832334038,0.011869873499528172,0.20218745288338003,0.6944949249962513,0.4327156924898271,0.5218697759748597,0.9605268003625964,0.43640952509423436,0.5107578131320093,0.848604289551258,0.7193470050107489,0.9076864067889748,0.4519803367871753,0.41818436981463747,0.3535082080322508,0.7763364413777815,0.21326987544232612,0.22689041660974785,0.28230777936564055,0.5195389539083306,0.7830654133606402,0.6665833017924339,0.7067939041891862,0.6341313220802878,0.8130719235327054,0.005961816841553946,0.5367706816709874,0.7067111547202166,0.8727839848572646,0.023988787276735257,0.07287249165902843,0.6058274175030383,0.7502894808893747,0.46651470181901256,0.43629213967033365,0.9505001559460673,0.44958382523032947,0.923486837598198,0.49325863308024853,0.7868711170039997,0.11987101912776055,0.9716694072160206,0.7095773830135739,0.7324758279442778,0.8728249550860823,0.3952377887296332,0.05864485310134193,0.1700526186722391,0.9726431623994352,0.5134406752938132,0.30060718920214546,0.2647201546082736,0.605450626381322,0.31320587032033276,0.5998936660188574,0.07874949179376434,0.7857278626859365,0.8640059849563088"
17,Ashwagandha,0,NotPresent,0,"0.5860429859655029,0.47781431530833174,0.5325353686090678,0.04175981248063698,0.027229297516154993,0.5891050204430167,0.6024922303696391,0.8877528376087274,0.2390036843407698,0.9902302603696933,0.3860604928603726,0.9424984769402486,0.39402720624285326,0.8788556939269433,0.9580286793167593,0.2781593373054756,0.1280073693733882,0.0013926063018437906,0.5405454452100008,0.41769009647999455,0.7901121359881774,0.6462848929325762,0.5941210220650694,0.9323259207079746,0.653871673069519,0.027798371195433713,0.7876178159533888,0.8414431914454283,0.897210107274635,0.7392509194405721,0.7934816793919706,0.8275640181167305,0.5029533873000385,0.550297428343973,0.4722959061315303,0.0980564702766148,0.9260971797734098,0.3924271930498032,0.8330075781750597,0.9787474418552108,0.9595367272050634,0.6656979136714839,0.17958303958897737,0.43851860952115207,0.08579360554211357,0.6416315607019926,0.07518197290242923,0.6334087790913064,0.34688681925906206,0.19548815733365044,0.45527948585148037,0.9873040528269277,0.8907865825195642,0.656861639972799,0.8313381460596825,0.6200015171807056,0.864646213537071,0.946844155111571,0.5295204991366561,0.38837594141566023,0.8739725899881544,0.07752131941101714,0.25004167868161775,0.12472801769013597,0.17496544360182242,0.7782019667544297,0.8522359323982591,0.7005013902238707,0.6738838938083416,0.5636241875668235,0.4932742527397127,0.44062247642006946,0.5180081125089481,0.2818817334284094,0.8670060574100205,0.37522226301313144,0.9211573233424806,0.006558361582215455,0.9139689513212959,0.32911412854109723,0.10368280097507399,0.6281754205325338,0.23463617764168077,0.11276720265786444,0.8511483319490892,0.6174665924552095,0.09067539609727981,0.8301192725976053,0.6547610939249329,0.3623953074370335,0.8283199395048393,0.5077762664293809,0.3033982579734855,0.8293523822489623,0.40422713175407654,0.061623081573593086,0.3994781820539046,0.47441752947720583,0.7790520788742799,0.2510059831312541"
18,Ashwagandha,1,Lead Chromate,17,"1.6632180690987022,0.8473634074952774,0.30076197688965167,1.1209845504822922,0.42510935668581884,0.1776842873765001,1.4572737043970394,1.5501998431007655,1.3891658909952316,1.5388843761071427,1.1580236402417035,0.9708252889630233,1.4067605603749878,0.9462267531354283,1.2067810123466014,1.3878014028601156,1.0461341999660168,0.832456899904676,1.2281042640296616,0.54017934901188,0.3177231341566775,0.5248956461445109,0.09059906284381758,0.624564049922754,0.9544624267180781,0.4456700514887346,0.2074660952092191,1.2233128214442912,1.2757058523163955,1.9320229540264717,0.5342005309507236,1.0718640242543818,0.8957752928601725,0.40804101228319234,0.2673214952811933,0.31463483798822933,1.0455763982617419,0.9184256841323604,0.26472572253374627,1.9380710367655924,1.2792078687355075,1.4630606032343034,1.5190691017834472,0.5303692915043927,0.6407022532387572,1.685912354884881,0.13747493108620867,1.2511290582180195,0.061580168580799954,0.40573212566711825,0.2907205067005152,1.8262019993955765,1.0872864944869116,0.27730824507302443,1.0140279973533357,0.012714560765130889,1.6679565533380836,1.6377709794718651,0.1539318225403199,1.95575517901236,1.2148339509671369,0.41248314645512907,1.4039060375517314,0.49447510748208656,1.6666111804193744,1.1912272154532026,1.9417471061811018,0.6420284649483285,0.3562118532533076,1.4649333961003799,0.922323102778106,1.1122425951572967,1.0397150291341755,0.5782887598616329,1.3076395294581145,1.7908519340216822,0.9845311302699555,1.787138358932643,0.2939597313387039,0.663296087424281,1.0770728952379272,1.826618968272033,0.9469847001320244,0.45869835891336974,0.5582804347411114,1.8954790260998369,0.11202382768082719,0.030238925407612305,0.15149350612468826,1.8781409050193594,1.9044221796797824,1.0727418778879112,0.6497848692162511,1.1628504956759333,1.0740872534685328,1.7818047888220683,0.07745572159451686,1.887405200363194,0.22709193811663675,0.9265706219845604"
19,Echinacea,1,Talc,8,"0.8204377263593443,0.19424007750802663,0.30645004340536874,1.7570970841510518,0.29448363565726887,0.44962766667434595,0.4299390394937215,0.36003165388076885,1.130856695833756,0.11460493312975206,1.4754506973525823,0.3245355506937768,0.9018697755105389,1.9135477102553675,1.3406783849077553,0.1773397872268383,0.19441337756689858,1.5424472865418326,0.7732895762581056,1.308967237880742,1.221641491399383,1.7038023324313345,0.713308023944476,1.8712630863249562,1.1816748775783346,1.4147128884205205,0.3942783354837578,1.4251307726898375,0.010211707332325792,1.5682825287658844,0.25963841599297144,1.505391727105271,0.9428225701733484,0.6518311994391959,0.04334601311451891,1.9080652189573695,0.22947852177273398,1.0271872219094267,1.7502743199152364,0.8112492847050743,0.18314087520462685,1.4827852721846533,0.45893430496549215,0.11837939059703628,0.33085353751807633,1.74038803542459,0.8026538955462199,1.791541592652804,0.4824344254732307,1.659849679557723,0.5503201969325169,1.5694190268407413,0.4132067360752649,0.3334142970367948,0.5753341814043049,0.33124266567223803,1.6868242995127916,0.47414614542323896,1.6233856133882079,0.36677130076320297,1.8138914474149699,0.4884170860014756,1.6049951945870495,0.2605916221479714,0.24310234838395095,0.760333102155736,0.17531604766110354,1.613835832264795,1.9944245550556952,1.2785318971315467,0.6602758585039405,1.766534855821779,0.6237512537758712,0.22093007290739597,1.8851605200283443,1.5311055599129024,0.7156558744495336,0.6811286132873553,1.3467211379319433,1.1867399595313592,1.3704938221913747,1.154542317202659,1.6927056960089788,1.4891014464310386,0.43226308751708453,1.605241993038788,1.9039181492165689,0.19376555361604142,1.5722444645135965,1.2100719531135964,1.0309879236196315,0.05129470158411542,1.8633081381110448,1.2823084202208477,1.2858541902677352,1.6385098425855027,0.5810822037590351,0.7431235767881872,1.516488086664179,0.12708027962065072"
20,Turmeric,0,NotPresent,0,"0.9606265669475582,0.4372603462498672,0.739448508197614,0.2558236872398828,0.1900632432732745,0.15754245393021737,0.25397591850144474,0.8620952758209927,0.7759429518168579,0.477644683331354,0.6513719183858596,0.7009466323206517,0.2592594906348542,0.6511045367154532,0.8145318828926246,0.26534417741217575,0.2533094678681346,0.79164422947852,0.8372905346322781,0.22742471386450458,0.14525170023104728,0.7503714729780838,0.08285942702803151,0.978922826701376,0.7228388392214177,0.4969525584918154,0.4919152922450827,0.273933904142424,0.02607791075039878,0.7270007872900235,0.41341653752546503,0.24859282478088007,7.312021156680171e-05,0.012190629536182107,0.43621104129457444,0.11587121393882416,0.9217844432651358,0.8054356081132125,0.31749889880798876,0.4600040514164555,0.048883780804188315,0.04780564849728686,0.06957260418039479,0.832305526806686,0.6689957010809193,0.32887677122987047,0.19500328934678735,0.7889833891516372,0.05426981532768771,0.3676486365921804,0.14275753079868514,0.17939241163340014,0.29585422031867503,0.9630197890445221,0.09918072134621747,0.34204118929799454,0.8702023376521506,0.24762297946048828,0.22872077731235374,0.9636886585407048,0.2155349847172845,0.3501500478478998,0.09845261044452025,0.9233461563899021,0.43668544590865543,0.8048343533908566,0.1094347672583943,0.21091118649977658,0.8671422424306212,0.2634412335691614,0.6706392138894722,0.3581893334097832,0.6583960487996684,0.18407432782583433,0.14770079258461477,0.0843041785302846,0.20975315529270877,0.017696438848832763,0.7654417576123713,0.17444243029342177,0.09282039684295373,0.4678288308274775,0.10786685881354685,0.3341764288696589,0.2975773324351053,0.3419458934517009,0.2920566328569093,0.11744350423317063,0.8372435851056447,0.3407170529356356,0.29346611915423637,0.3292280975603049,0.11043311501216502,0.6070540559601263,0.3456760902144992,0.5857982791542977,0.021071244567865577,0.9446270051317465,0.15883263237819079,0.03620813064580575"
21,Ginseng,0,NotPresent,0,"0.007370100706364235,0.9001548963465508,0.03125969140515972,0.5833078570957246,0.2682516728452342,0.40546483968323777,0.42060691351060076,0.9266534294134945,0.3873117210834649,0.5183463416998109,0.36884728267353495,0.19898026584743966,0.283461219410446,0.20413726642351349,0.6083562956372042,0.5694775812398127,0.70519035985153,0.8653911103261568,0.7378948565764906,0.5887387546221784,0.34906623179798724,0.42685474945509105,0.13290330443129394,0.11095803970417217,0.8402581758294204,0.6119650264542766,0.6668124318461149,0.8630721540823617,0.6414490309852586,0.931900642592087,0.9838813275181092,0.3533460734534841,0.8768018570952092,0.8254812327856588,0.3565241498908125,0.13247194101575355,0.15563259503383564,0.10235249731664275,0.6215130301339141,0.34222103129911097,0.19339722037080231,0.5821289159897703,0.37980534911147434,0.8866907165483696,0.683319436060406,0.985043621666288,0.21538375084592876,0.47661750816465653,0.28625737168660537,0.06689008267022578,0.9671686511068622,0.5657822881009469,0.40309003861428183,0.30476117560849025,0.517536155362153,0.2679349047282231,0.13823726600843445,0.9626018615076072,0.3737725694614388,0.8059654531286234,0.7373887159634306,0.21388396673809396,0.741609692303229,0.6049559768067589,0.1673336669645129,0.6046360621167343,0.8098419021334451,0.8096712607904055,0.9035859242841024,0.9245540330969099,0.7348421051897975,0.2212815435947273,0.5950255206711603,0.034147893247389094,0.014225799334656952,0.6447788367384059,0.9349857584612027,0.16939698323487284,0.810810265614111,0.9904663620976529,0.03052608366849552,0.3890177235392964,0.9979178993558885,0.21514365953368142,0.6402636353009801,0.1499167455005851,0.93376760251336,0.172500633694059,0.8982611734615287,0.677440641058388,0.33562488778205257,0.7663028027145412,0.34436637205737963,0.5808778897591168,0.30380705299965327,0.4066898754247258,0.3591190009691513,0.9112126193423948,0.6152351179755889,0.18218937175442906"
22,Ginkgo Biloba,0,NotPresent,0,"0.4972978708947019,0.9046292692728699,0.5081245926470788,0.5481915742698601,0.4956034285227374,0.5414437381015952,0.13496124963526324,0.30493369291733496,0.145740919031495,0.6340240971660807,0.9543733343506241,0.6726550747524066,0.02936745232647786,0.5392729775119213,0.929117648667896,0.014722433052096306,0.7352071172892659,0.391832131195473,0.8922822348427243,0.6557197814533301,0.4050260053384761,0.29064070775496476,0.49052726825461557,0.598245391301231,0.1671037540840129,0.009075714694833703,0.7160612293032669,0.08934086045450718,0.8464345696020089,0.002942979818085667,0.09513279301989297,0.21413007908300685,0.16896687696828327,0.5703440241547815,0.46684825899932836,0.07297919046850854,0.9050051164690747,0.5775112227758136,0.6656805050968365,0.6085540861371961,0.6265302431896295,0.524117537181395,0.7211969333649022,0.23583154957128805,0.27211982771288157,0.5652890729714344,0.002586610828171021,0.05045923593638535,0.6961087244180582,0.7203687793411943,0.3358140196642987,0.10551673852149512,0.7967817069618662,0.23913122648261564,0.4661332115329586,0.21787866948060763,0.43139900446338186,0.9709462047142143,0.1485022413711513,0.5949422761711564,0.28844617687249796,0.10927538681321114,0.9836137687309086,0.3170625654556193,0.5068621429618226,0.05325793910659893,0.13401658503184788,0.5720133155765798,0.42286191067765544,0.8473534291633776,0.06876420808445483,0.5143789978052699,0.4057918067031676,0.9949122352708935,0.5890782447322936,0.7219253100588902,0.7615624313272931,0.7050181337991551,0.010497497124657418,0.050252918160221816,0.48856349875597727,0.8602710766121505,0.29485326152443336,0.07406830553014321,0.6847333861214385,0.055859973615828507,0.7534413265656842,0.9097893696620332,0.800556975630339,0.4749357525515433,0.7713903166821403,0.8019759951820943,0.21782557043935535,0.8967740643716746,0.3605812317363698,0.797800502936601,0.6838212245415712,0.002349962856442178,0.2335085756966372,0.38302485030239974"
23,Turmeric,1,Dextrin,50,"1.7877014123965795,0.381708127422264,1.1991880600946583,0.18368925598183727,1.8386908038789103,0.7956839003432818,0.9792344953984493,1.7596289096159399,1.9600520845147542,0.5984566107537905,0.04367317367357826,1.227727089369917,1.6501710742441031,0.9084364608219768,1.301196452114086,0.8124261051824817,0.8520223497322028,0.39832286460257627,0.6837245008329016,1.5398347026554675,1.4188110950901005,0.6622463593095087,1.1885830858974276,1.666502143384024,0.637043766865304,0.32075075015648835,1.633588015323774,1.793012619902913,0.6038244113723821,0.8883310640156783,1.6797890051181934,1.2626043974268581,1.5338926302569325,0.08940142749983537,0.9952292005487986,0.6907483214452781,0.8374640379927616,1.5312642452417233,0.6753254959541608,0.18034227463112473,1.509916894566878,1.4918024214330192,0.02830556740671586,0.5817827666823889,1.1320393634924373,1.9157449638687036,0.0021369934478345787,0.264240340793612,0.815658206622059,1.7863771936260495,0.9001560630282033,1.9451830395946732,0.8889988858496367,1.5558203401508992,1.2058030984422736,0.3284793409046103,1.8512128957216898,0.9700117705002778,1.6781034114129623,1.4745855517330089,0.14454954053428293,0.8982045810683157,1.935371514272552,0.43570093696131695,0.9354030096371393,1.3596493112393004,0.23120551852908844,1.148580273731394,1.710992463458219,1.33218640791576,1.2098123534525709,0.7547482503596283,1.0549662332326795,1.6374061862089908,0.5472990677736249,1.0479476027374135,0.22064777743727504,1.2452842610532564,1.9264945524589723,1.4216036359052526,1.0147933313606188,1.496178268456841,1.4518857751962333,1.478220445323771,0.028766957124908954,1.9177784918712304,0.785518887163986,0.20884071307679797,0.8037520843798969,1.6931900077892261,0.9897081499031479,0.07330538132336772,1.413782134593598,0.6085507919503019,0.28944459023984415,0.46983692184912695,0.5754825349361963,0.05405977530066486,0.4725430456225004,1.4216370963706868"
24,Turmeric,0,NotPresent,0,"0.8465187940353844,0.978134697498811,0.4340923377900391,0.6599286434953966,0.7907597718364984,0.04062975036451555,0.1985945921413791,0.09020069534405906,0.6433423462765726,0.9696915412228236,0.5725201372954261,0.24969770681628844,0.661063336721044,0.09371788434030559,0.027182336858924017,0.23931053363419508,0.47272573735065915,0.2383014225134522,0.5786485733665293,0.09084229587788795,0.5626171114943197,0.5746119976532836,0.1553139753065118,0.7228292992003426,0.7788373215244166,0.7784965753373235,0.3488380931438435,0.9202944386921109,0.831394851601279,0.508839572431908,0.8287800283041984,0.34367029696443196,0.9668251487731859,0.6708857358928297,0.25221614923057556,0.9727074919862386,0.880630649100563,0.4476905602187522,0.8264161696505008,0.7646592299642975,0.793887128228633,0.15598982542091056,0.9819240509180835,0.5667576456163098,0.3050798375439535,0.3017518429024787,0.05980831379471474,0.06372818493949606,0.493962934707738,0.2573888319773444,0.17014068917353675,0.5298062172961472,0.6901247869589311,0.491962662487761,0.7974331585818283,0.8114210945248883,0.29315533101544167,0.14089792113920763,0.23387967601150983,0.5771105442118306,0.5548394469224142,0.42341516070375895,0.9790284353264402,0.3787134994301413,0.9362866190539423,0.11238664012116317,0.22970326159198695,0.7831757668864363,0.766788256692597,0.6871058724850979,0.6680667002371947,0.037056121572050627,0.9410368741303885,0.8540877156852132,0.21311346664096076,0.23490199359114106,0.5304978595072586,0.4528931681901478,0.5415146324824325,0.804616189215808,0.4585406939163217,0.9160835595980765,0.20046960847500916,0.9901654140975029,0.8434560919428934,0.37546825510028725,0.9199005116739019,0.705097480868494,0.0894046267274482,0.48330960589068883,0.30416724975502507,0.5621332504333234,0.41882277938460144,0.3963929052202705,0.40582892006157323,0.5310062443848981,0.7471383987704157,0.8244441542308996,0.5681790781661455,0.014582626224640571"
